Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1983","1983","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1984","1984","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1985","1985","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1986","1986","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1987","1987","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1988","1988","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1989","1989","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1990","1990","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1991","1991","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1992","1992","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1993","1993","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1994","1994","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1995","1995","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1996","1996","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1997","1997","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1998","1998","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1999","1999","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2000","2000","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2001","2001","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2002","2002","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2003","2003","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2004","2004","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2005","2005","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2006","2006","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2007","2007","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2008","2008","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2009","2009","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2010","2010","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2011","2011","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2012","2012","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2013","2013","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2014","2014","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2015","2015","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2016","2016","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2017","2017","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2018","2018","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2019","2019","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2020","2020","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2021","2021","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2022","2022","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","2023","2023","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1961","1961","°c","0.023","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1962","1962","°c","-0.125","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1963","1963","°c","-0.026","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1964","1964","°c","0.074","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1965","1965","°c","-0.182","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1966","1966","°c","0.195","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1967","1967","°c","-0.258","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1968","1968","°c","-0.172","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1969","1969","°c","0.472","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1970","1970","°c","0.236","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1971","1971","°c","-0.382","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1972","1972","°c","-0.076","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1973","1973","°c","0.363","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1974","1974","°c","-0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1975","1975","°c","-0.267","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1976","1976","°c","-0.357","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1977","1977","°c","0.281","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1978","1978","°c","0.164","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1979","1979","°c","0.293","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1980","1980","°c","0.452","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1981","1981","°c","0.244","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1982","1982","°c","0.19","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1983","1983","°c","0.531","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1984","1984","°c","-0.062","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1985","1985","°c","-0.346","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1986","1986","°c","-0.212","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1987","1987","°c","0.463","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1988","1988","°c","0.229","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1989","1989","°c","-0.188","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1990","1990","°c","0.159","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1991","1991","°c","0.387","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1992","1992","°c","0.39","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7020","Meteorological year","1993","1993","°c","0.391","E","Estimated value"
